"Município";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"2021/Mai";"2021/Jun";"2021/Jul";"2021/Ago";"2021/Set";"2021/Out";"2021/Nov";"2021/Dez";"2022/Jan";"2022/Fev";"2022/Mar";"2022/Abr";"2022/Mai";"2022/Jun";"2022/Jul";" Total"
"150095 AURORA DO PARA";"1";"0";"2";"0";"0";"0";"2";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8"
"150100 AVEIRO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150110 BAGRE";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"3"
"150120 BAIAO";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
"150130 BARCARENA";"1";"2";"1";"1";"0";"0";"5";"0";"1";"3";"0";"1";"1";"3";"0";"0";"3";"1";"0";"1";"1";"2";"0";"1";"3";"0";"0";"2";"1";"0";"0";"34"
"150140 BELEM";"9";"0";"3";"0";"0";"2";"2";"2";"0";"35";"11";"9";"0";"0";"2";"3";"2";"1";"2";"0";"0";"1";"2";"2";"2";"2";"3";"0";"0";"0";"0";"95"
"150145 BELTERRA";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"150150 BENEVIDES";"2";"0";"0";"0";"0";"1";"0";"0";"1";"62";"17";"6";"0";"0";"0";"0";"0";"0";"0";"1";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95"
"150157 BOM JESUS DO TOCANTINS";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"150160 BONITO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150170 BRAGANCA";"0";"0";"0";"0";"0";"0";"1";"0";"0";"80";"21";"2";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"109"
"150178 BREU BRANCO";"0";"0";"0";"1";"0";"0";"2";"1";"0";"5";"9";"3";"0";"0";"0";"5";"0";"0";"1";"0";"1";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"31"
"150180 BREVES";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"1";"2";"0";"0";"0";"0";"0";"15"
"150190 BUJARU";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"4"
"150195 CACHOEIRA DO PIRIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"2";"0";"1";"0";"0";"3";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"13"
"150210 CAMETA";"2";"1";"1";"1";"0";"2";"2";"0";"2";"7";"5";"1";"1";"0";"0";"0";"1";"0";"0";"1";"1";"1";"1";"2";"0";"4";"1";"2";"0";"0";"0";"39"
"150215 CANAA DOS CARAJAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
"150220 CAPANEMA";"0";"2";"3";"1";"0";"1";"0";"0";"0";"1";"2";"1";"0";"0";"0";"0";"1";"3";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"17"
"150230 CAPITAO POCO";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
"150240 CASTANHAL";"0";"0";"0";"0";"1";"1";"0";"0";"0";"4";"5";"1";"2";"0";"1";"0";"1";"3";"0";"1";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"23"
"150250 CHAVES";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"150260 COLARES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150270 CONCEICAO DO ARAGUAIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9"
"150275 CONCORDIA DO PARA";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4"
"150276 CUMARU DO NORTE";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"3";"0";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10"
"150280 CURRALINHO";"1";"0";"0";"0";"0";"0";"0";"0";"0";"18";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"7";"0";"0";"0";"0";"31"
"150290 CURUCA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"1";"0";"0";"0";"1";"0";"1";"0";"4";"4";"0";"0";"0";"1";"0";"0";"19"
"150293 DOM ELISEU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150295 ELDORADO DOS CARAJAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"10"
"150304 FLORESTA DO ARAGUAIA";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6"
"150307 GARRAFAO DO NORTE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150310 GURUPA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150330 IGARAPE-MIRI";"0";"1";"10";"0";"6";"3";"2";"5";"2";"4";"1";"3";"4";"2";"0";"1";"3";"0";"0";"0";"1";"0";"0";"0";"0";"3";"0";"1";"0";"0";"0";"52"
"150345 IPIXUNA DO PARA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5"
"150350 IRITUIA";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150360 ITAITUBA";"0";"0";"1";"0";"0";"1";"0";"0";"0";"17";"13";"2";"0";"0";"1";"2";"1";"1";"0";"0";"0";"2";"2";"1";"0";"2";"2";"0";"0";"0";"0";"48"
"150370 ITUPIRANGA";"0";"0";"5";"0";"0";"0";"0";"0";"0";"3";"2";"0";"1";"0";"0";"1";"3";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"19"
"150375 JACAREACANGA";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5"
"150380 JACUNDA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150390 JURUTI";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4"
"150400 LIMOEIRO DO AJURU";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"6"
"150405 MAE DO RIO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5"
"150420 MARABA";"10";"4";"1";"0";"2";"1";"1";"0";"3";"15";"10";"0";"0";"0";"0";"0";"1";"1";"1";"4";"1";"1";"4";"2";"0";"2";"2";"2";"0";"0";"0";"68"
"150430 MARACANA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2"
"150440 MARAPANIM";"0";"0";"0";"0";"0";"0";"0";"0";"0";"58";"22";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"4";"0";"0";"2";"0";"0";"0";"0";"0";"0";"89"
"150442 MARITUBA";"0";"1";"0";"0";"0";"2";"0";"3";"3";"5";"0";"2";"3";"3";"4";"1";"0";"3";"1";"0";"1";"4";"1";"1";"0";"0";"0";"0";"1";"0";"0";"39"
"150450 MELGACO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1";"0";"0";"0";"2";"3";"5";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17"
"150460 MOCAJUBA";"1";"2";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0";"13"
"150475 MOJUI DOS CAMPOS";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2"
"150480 MONTE ALEGRE";"2";"0";"0";"1";"0";"0";"0";"0";"0";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8"
"150495 NOVA ESPERANCA DO PIRIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150500 NOVA TIMBOTEUA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5"
"150503 NOVO PROGRESSO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6"
"150506 NOVO REPARTIMENTO";"0";"1";"0";"0";"0";"0";"0";"0";"0";"3";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13"
"150510 OBIDOS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150520 OEIRAS DO PARA";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4"
"150530 ORIXIMINA";"0";"0";"0";"0";"0";"0";"0";"0";"1";"12";"2";"7";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24"
"150543 OURILANDIA DO NORTE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"17";"7";"0";"0";"0";"8";"0";"0";"0";"1";"0";"4";"3";"1";"0";"0";"0";"3";"0";"0";"0";"79"
"150548 PACAJA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7"
"150550 PARAGOMINAS";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"7"
"150553 PARAUAPEBAS";"0";"3";"0";"0";"0";"0";"0";"0";"0";"22";"3";"3";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34"
"150555 PAU D\'ARCO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"150560 PEIXE-BOI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6"
"150563 PICARRA";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"5";"7";"5";"0";"0";"2";"0";"5";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"29"
"150570 PONTA DE PEDRAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150580 PORTEL";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"8"
"150590 PORTO DE MOZ";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"5"
"150600 PRAINHA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5"
"150610 PRIMAVERA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
"150611 QUATIPURU";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150613 REDENCAO";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5"
"150616 RIO MARIA";"0";"0";"0";"0";"0";"1";"0";"0";"0";"12";"13";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28"
"150619 RUROPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5"
"150620 SALINOPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"4";"0";"0";"0";"15"
"150635 SANTA BARBARA DO PARA";"0";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"5"
"150640 SANTA CRUZ DO ARARI";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"6"
"150650 SANTA IZABEL DO PARA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"9"
"150655 SANTA LUZIA DO PARA";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"5"
"150658 SANTA MARIA DAS BARREIRAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150660 SANTA MARIA DO PARA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"2";"0";"0";"0";"0";"10"
"150670 SANTANA DO ARAGUAIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4"
"150680 SANTAREM";"0";"0";"1";"0";"2";"3";"9";"11";"2";"47";"13";"2";"2";"4";"0";"1";"0";"0";"5";"1";"1";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0";"108"
"150690 SANTAREM NOVO";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"150700 SANTO ANTONIO DO TAUA";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"150710 SAO CAETANO DE ODIVELAS";"0";"0";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4"
"150715 SAO DOMINGOS DO ARAGUAIA";"0";"0";"0";"0";"0";"1";"0";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6"
"150720 SAO DOMINGOS DO CAPIM";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150730 SAO FELIX DO XINGU";"0";"0";"0";"0";"0";"1";"0";"0";"0";"6";"11";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22"
"150740 SAO FRANCISCO DO PARA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150745 SAO GERALDO DO ARAGUAIA";"18";"0";"0";"3";"0";"4";"0";"0";"3";"8";"26";"3";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"69"
"150747 SAO JOAO DE PIRABAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1";"0";"0";"0";"0";"3";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"12"
"150750 SAO JOAO DO ARAGUAIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"150760 SAO MIGUEL DO GUAMA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"85";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"115"
"150770 SAO SEBASTIAO DA BOA VISTA";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5"
"150795 TAILANDIA";"0";"0";"1";"0";"0";"0";"0";"0";"0";"33";"9";"4";"12";"13";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"74"
"150796 TERRA ALTA";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"3";"0";"0";"3";"0";"0";"1";"1";"0";"0";"0";"0";"12"
"150800 TOME-ACU";"0";"0";"0";"0";"0";"4";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"11"
"150803 TRACUATEUA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"10";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"26"
"150805 TRAIRAO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"5";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13"
"150808 TUCUMA";"1";"0";"1";"1";"0";"1";"0";"3";"0";"10";"7";"0";"0";"2";"1";"0";"3";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32"
"150810 TUCURUI";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"2";"0";"0";"0";"3";"1";"0";"0";"0";"2";"3";"2";"1";"0";"3";"0";"0";"0";"0";"20"
"150812 ULIANOPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12"
"150815 URUARA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"150820 VIGIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"5";"0";"1";"0";"0";"0";"0";"0";"0";"0";"9"
"150830 VISEU";"0";"0";"0";"0";"0";"2";"1";"0";"0";"9";"1";"2";"0";"0";"0";"0";"3";"0";"1";"0";"2";"0";"0";"0";"5";"0";"0";"4";"0";"0";"0";"30"
"150835 VITORIA DO XINGU";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"5"
"150840 XINGUARA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"160005 SERRA DO NAVIO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
"160010 AMAPA";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"160015 PEDRA BRANCA DO AMAPARI";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"4"
"160020 CALCOENE";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"160021 CUTIAS";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"160023 FERREIRA GOMES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"160025 ITAUBAL";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"160027 LARANJAL DO JARI";"1";"1";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5"
"160030 MACAPA";"6";"0";"0";"0";"0";"1";"2";"2";"1";"1";"3";"3";"0";"3";"2";"0";"8";"2";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"37"
"160040 MAZAGAO";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
"160050 OIAPOQUE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"12"
"160053 PORTO GRANDE";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"160060 SANTANA";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"160070 TARTARUGALZINHO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"1";"0";"1";"0";"0";"0";"0";"0";"5"
"160080 VITORIA DO JARI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4"
"170040 ALMAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2"
